offense_team_name,defense_team_name,season,week,play_uuid,game_id,drive_uuid,play_game_index,play_drive_index,play_quarter,play_quarter_clock_remaining,play_clock_paused,play_start_event_index,play_end_event_index,play_offense_team_id,play_defense_team_id,play_offense_is_home_team,play_down,play_yards_to_go,play_yardline,play_start_position,play_home_score,play_away_score,play_home_timeouts_remaining,play_away_timeouts_remaining,play_box_players,play_defensive_back_depths,play_linebacker_depths,play_shotgun,play_pre_snap_motion,play_snap_hurried,play_success,play_first_down_won,play_touchdown_won,play_yards_net,play_points_won,play_type,play_included_fake,play_qb_pressure,play_qb_hit,play_qb_sacked,play_pass_yards_air,play_pass_yards_after_catch,play_pass_outcome,play_pass_dropped,play_pass_intercepted,play_pass_interception_dropped,play_time_to_pass,play_pass_batted,play_yards_run,play_penalty_yards,play_penalty_first_down,play_penalty_down_loss,play_penalty_offset,play_return_yards,play_field_goal_result,play_extra_point_result,play_kick_yards,play_kick_hangtime,play_kick_blocked,play_kick_fair_catch,play_kick_downed,play_fumbled,play_fumble_forced,play_fumble_lost,play_fumble_out_of_bounds,play_challenged,play_action_pass,play_points_lost,play_start_position_yards,play_penalty_types,play_explosive,play_offensive_personnel,play_defensive_personnel,play_turnover_type,play_offense_penalty_accepted,play_defense_penalty_accepted,play_offense_flagged,play_defense_flagged,play_tackle_success,play_lateral_success,play_yards_gained,play_epoch_uuid,play_offense_players_left,play_offense_players_right,play_snap_y,play_down_negated,play_point_of_attack_y,play_point_of_attack_dy,play_pocket_front_x,play_pocket_back_x,play_pocket_left_y,play_pocket_right_y,play_qb_exit_pocket_x,play_qb_exit_pocket_y,play_qb_exit_pocket_clock,play_run_gap,play_qb_dropback_depth,play_run_behind_1,play_run_behind_2,play_run_at,play_receiver_screen_pass,play_derived_pressure_gaps,play_pass_air_yards_to_the_sticks,play_pass_within_pocket,play_designed_pass,play_qb_rush,play_pass_thrownaway,play_formation_into_boundary,play_blitz,play_simulated_pressure,play_drop_eight,play_pass_comp_prob,play_catch_prob_with_placement,play_catch_prob_without_placement,play_initial_formation_run_strength,play_initial_formation_pass_strength,play_initial_formation_snap_side,play_initial_formation_fib,play_formation_run_strength,play_formation_pass_strength,play_formation_fib,play_pass_location,play_initial_formation,play_formation,play_punt_snap_time,play_punt_operation_time,play_punt_hang_time,play_net_punt_yards,play_gross_punt_yards,play_punt_roll_yards,play_punt_air_yards,play_punt_return_yards,play_punt_block_point_x,play_punt_block_point_y,play_punt_outcome,play_kickoff_x,play_kickoff_y,play_kickoff_land_x,play_kickoff_land_y,play_kickoff_outcome,play_kick_hang_time,play_kickoff_return_yards,play_kickoff_return_chunk,play_kickoff_return_explosive,play_fg_snap_time,play_fg_operation_time,play_fg_attempted,play_fg_made,play_fg_kick_blocked,play_fg_length,play_xp_snap_time,play_xp_operation_time,play_xp_attempted,play_xp_made,play_xp_kick_blocked,play_motion_type,play_havoc,play_qb_scramble,play_contested_catch_attempt,play_pass_made,play_yards_after_contact,play_target_separation,play_pass_placement_displacement,play_tackle_types,play_catch_separation,play_handoff_received
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,0915637f-d71f-4eae-b62f-b3e99d783352,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,145,3,4,495000,TRUE,5190,5231,1001467,1001137,TRUE,1,10,43.13,right,44,7,3,2,7,"{5.19958829639981,4.5582301096389415,17.74476923248958,6.5024268440572826,2.2211786086598977}","{4.117037414472179,4.44120337685834}",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2.83,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,7.7,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,7.086666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,2.83,42fd2dbb-9b4e-4435-ac28-3da97934363b,3,1,33.73333333,FALSE,NA,NA,43.02,33.02,29.976461,36.29181716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,L,X,NA,NA,Trips Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,3.55,NA,NA,"{""Assisted - Success"",""Solo assisted - Success""}",NA,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,ce81b070-cf85-4b53-89e4-ccd2f63fb60a,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,146,4,4,466000,TRUE,5232,5268,1001467,1001137,TRUE,2,7.17,45.96,right,44,7,3,2,6,"{8.324525779001988,4.438389207004434,16.50517604069944,6.401097219428991,1.8565650934419295}","{4.4049272587519965,3.796690286543381}",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,10.24,0,Pass,FALSE,NA,FALSE,FALSE,4.97,5.27,TRUE,FALSE,FALSE,FALSE,2.156943,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7.026666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,10.24,a23f83fb-f55d-482e-9e5d-830273f11227,2,2,33.67333333,FALSE,NA,NA,45.97,35.97,29.9076543,36.19155131,NA,NA,NA,NA,7.895635744,NA,NA,NA,NA,NA,-2.2,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,0.78755784,0.950887501,0.923144639,NA,NA,NA,NA,R,L,X,In,NA,Doubles Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,2.85,5.190726686,0.544831947,"{""Assisted - Success"",""Solo assisted - Success""}",6.069759435,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,e254d86e-acb1-4fb0-a4a0-d03adcabcf4e,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,147,5,4,429000,TRUE,5269,5315,1001467,1001137,TRUE,1,10,56.2,right,44,7,3,2,6,"{7.550046686647882,3.8393203866003063,15.654986501714646,4.4296267205590425,0.9168156360650173}","{3.8993884716447127,4.510634016560225}",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.88,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,6.96,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,7.086666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,1.88,54fed83a-6bde-4f0e-aded-93ea783b68d6,3,1,33.72333333,FALSE,NA,NA,55.58,45.58,30.17297951,36.28787433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,R,Y,L,L,Y,NA,Triple Left,Triple Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flip,NA,FALSE,NA,NA,1.15,NA,NA,"{""Solo assisted - Success"",""Assisted - Success""}",NA,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,e557b227-653d-4454-9b9a-d1899acc9f4f,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,148,6,4,397000,TRUE,5316,5347,1001467,1001137,TRUE,2,8.12,58.08,right,44,7,3,2,7,"{8.022071438934361,4.404870756734326,17.07181181637837,4.416667285643982,0.9782697138458332}","{4.417390411459145,4.60108196252169}",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,7.9,0,Pass,FALSE,NA,FALSE,FALSE,4.94,2.96,TRUE,FALSE,FALSE,FALSE,1.811599,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7.106666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,7.9,34e6493c-2ec1-4738-a5ab-12b56a390956,2,2,33.81333333,FALSE,NA,NA,58.18,48.18,29.90500522,36.81129168,NA,NA,NA,NA,6.865389675,NA,NA,NA,NA,NA,-3.18,TRUE,NA,NA,FALSE,FALSE,NA,NA,NA,0.831273437,0.888751864,0.914730072,NA,NA,NA,NA,R,L,X,In,NA,Doubles Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,1.55,3.938322264,0.706110905,"{""Solo assisted - Success"",""Assisted - Success""}",3.913663514,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,7cab4eaa-40a4-494c-b687-06b5add6531b,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,149,7,4,363000,TRUE,5348,5388,1001467,1001137,TRUE,1,0.22,65.98,right,44,7,3,2,7,"{5.0461850941606485,1.7871610804263014,15.101124103666407,12.882778567955341,4.605547915504786}","{4.465222112144005,4.428920436904178}",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4.11,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,8.21,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,7.016666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,4.11,140eab87-74c9-40b5-af56-bac5d81872b0,3,1,33.88333333,FALSE,NA,NA,65.94,55.94,30.5375247,37.1569172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,L,Y,NA,NA,Triple Inverted Pair Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,2.43,NA,NA,"{""Solo - Success""}",NA,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,05da8779-c155-4938-9d0f-186f2676674a,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,150,8,4,329000,TRUE,5389,5438,1001467,1001137,TRUE,1,10,70.09,right,44,7,3,2,7,"{4.025103018717928,2.676583348166389,14.712193635185457,9.550818250298974,1.4721878917020632}","{4.475908486008976,4.309632646098905}",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,-10.05,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,9.05,-14.83,FALSE,TRUE,FALSE,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,3.576666667,{holding},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,TRUE,TRUE,FALSE,FALSE,NA,4.78,6e1e6c9d-9c43-4f64-8306-bdbe31799881,3,1,30.21333333,FALSE,46.20763264,15.99429931,70.19,60.19,25.39691084,31.75635756,NA,NA,NA,Right D Gap,NA,1027976,NA,1500005,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,L,X,NA,NA,Trips Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,3.83,NA,NA,"{""Solo - Missed""}",NA,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,209efbae-f97b-46c9-bee1-382aa2475a7d,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,151,9,4,308000,TRUE,5440,5491,1001467,1001137,TRUE,2,20,60.04,right,44,7,3,2,6,"{6.319432454819314,4.838700449496976,14.596416873147312,6.534170280405299,5.907148720589113}","{4.935137110684828,3.7186971584909685}",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,16.17,0,Pass,FALSE,NA,FALSE,FALSE,-0.81,16.98,TRUE,FALSE,FALSE,FALSE,2.808183,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4.986666667,{},TRUE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,16.17,d12a48b6-d334-4ca5-bb71-0f6b17f7f45a,2,2,31.57333333,FALSE,NA,NA,60.09,50.09,26.91425961,33.02381598,49.57830947,31.0920406,305550,NA,11.43478841,NA,NA,NA,NA,NA,-20.81,NA,NA,NA,FALSE,FALSE,NA,NA,NA,0.762966633,0.891931534,0.90999198,NA,NA,NA,NA,L,L,O,NA,NA,Deuce Left Z on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,6.01,2.805941251,0.777194422,"{""Assisted - Success"",""Solo assisted - Missed"",""Assisted - Success""}",4.493682122,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,5d1dbfb0-476f-4aa7-848b-841b0395d66a,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,152,10,4,270000,TRUE,5492,5532,1001467,1001137,TRUE,1,3.83,76.21,left,44,7,3,2,7,"{4.2507980874875955,7.678603751736745,12.12187183317181,2.5298713030010873,4.28567774168225}","{4.132126173652935,4.078809720426079}",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3.88,0,Pass,TRUE,NA,FALSE,FALSE,3.8,0.08,TRUE,FALSE,FALSE,FALSE,2.998465,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,-6.913333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 3, ""WR"": 1}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,NA,NA,3.88,8f6ad170-d149-4fbb-a50b-8b8f6f5f0c8b,1,3,19.65333333,FALSE,NA,NA,76.08,66.08,17.20417397,22.89582181,65.9927743,23.30305844,267250,NA,NA,NA,NA,NA,NA,NA,-0.03,NA,NA,NA,FALSE,FALSE,NA,NA,NA,0.804604352,0.909919381,0.929632545,NA,NA,NA,NA,R,R,Y,Right,NA,Triple Inverted Pair Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,4.795622563,0.95467264,{},6.50787121,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,d4ad82f4-dbe2-4d1e-9844-b9343f3187e2,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,153,11,4,242000,TRUE,5533,5564,1001467,1001137,TRUE,2,10,80.09,right,44,7,3,2,6,"{7.71825744889415,4.73644938051126,13.731347927019158,4.829870654355233,1.421205005849984}","{4.5628440086696855,4.578780332108593}",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.02,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,9.34,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,6.796666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,5.02,2d33ac7f-590a-485e-a1d5-b51ba27e805b,2,2,33.66333333,FALSE,NA,NA,80.02,70.02,29.95174491,36.71302423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,R,O,L,L,O,NA,Deuce Left H on Z on,Deuce Left Z on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jet,NA,FALSE,NA,NA,3.47,NA,NA,"{""Solo - Success""}",NA,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,ee7a9f72-4cc8-45ff-b1e8-e1363a740a9c,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,154,12,4,206000,TRUE,5565,5591,1001467,1001137,TRUE,3,4.98,85.11,right,44,7,3,2,8,"{8.147017714376574,3.8646223829821764,1.0877554022884937,10.72208900571161,3.9523238165879633}","{4.159281535621304,4.193190523940544}",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,6.07,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,8.68,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,4.746666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 3, ""WR"": 1}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,6.07,e4cd4445-4f4e-4a5c-9c39-12ed8c6cf0e3,4,0,31.31333333,FALSE,30.99670985,-0.316623488,85.15,75.15,29.15796322,34.94293131,NA,NA,NA,Left A Gap,NA,1028019,1028012,1020107,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,L,Y,NA,NA,UNB Trips Left,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,3.72,NA,NA,"{""Assisted - Success"",""Solo assisted - Success""}",NA,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,b16e01c3-f91e-458c-9516-3e8858ce3254,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,155,13,4,176000,TRUE,5592,5619,1001467,1001137,TRUE,1,8.82,91.18,right,44,7,3,2,8,"{4.26109389544078,4.390321112736814,2.5378393988352173,6.039543153707399,2.557126748284759}","{4.250582238739341,4.465029300129743}",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.95,0,Pass,TRUE,NA,FALSE,FALSE,0.03,1.92,TRUE,FALSE,FALSE,FALSE,3.579002,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,4.836666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,1.95,3d2a985c-b681-4b40-869c-c3fb7d7f717b,3,1,31.46333333,FALSE,NA,NA,91.16,81.16,28.0688468,34.67653717,81.57691711,35.33618551,173050,NA,NA,NA,NA,NA,NA,NA,-8.79,NA,NA,NA,FALSE,FALSE,NA,NA,TRUE,0.868424773,0.935403228,0.922274768,NA,NA,NA,NA,R,L,X,Right,NA,Trips Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,1.31,5.461464844,0.411257827,"{""Solo - Success""}",4.158725352,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,818568fd-90a5-4271-9ac4-3d0367772970,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,156,14,4,162000,TRUE,5620,5653,1001467,1001137,TRUE,2,6.87,93.13,right,44,7,3,2,7,"{5.562892665565997,4.9498489625341335,3.4589851839904213,4.456505315246687,1.2104655974497973}","{4.570323436138466,4.051782388775166}",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2.88,0,Rush,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,7.52,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,7.186666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,TRUE,NA,2.88,0615d7ba-0553-4b12-8fe2-a79585abd8d0,2,2,33.68333333,FALSE,9.033350464,-24.64998287,93.17,83.17,30.32018458,36.7415536,NA,NA,NA,Left Open C Gap,NA,1028028,NA,1506113,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,L,X,NA,NA,UNB Doubles Right,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,5.16,NA,NA,"{""Solo assisted - Success"",""Assisted - Success""}",NA,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,774610a8-5b4f-4af4-b0c7-dd99178fe1f9,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,157,15,4,112000,TRUE,5654,5676,1001467,1001137,TRUE,3,3.99,96.01,right,44,7,3,2,8,"{1.6193034257235155,4.12157192980834,2.5552447378840952,2.5003184614764535,2.032926419867053}","{1.3516737266456715,1.4983747558904525}",TRUE,FALSE,TRUE,NA,FALSE,FALSE,0,0,Pass,FALSE,NA,FALSE,FALSE,5.94,NA,FALSE,NA,NA,NA,1.3,FALSE,0,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7.046666667,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 2, ""WR"": 2}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",NA,NA,NA,FALSE,FALSE,NA,NA,0,cb22df37-3f62-486d-9ad2-1ee7b7ff833b,4,1,33.74333333,FALSE,NA,NA,96.02,86.02,17.12210665,23.4109315,NA,NA,NA,NA,5.976282042,NA,NA,NA,NA,NA,1.95,NA,NA,NA,FALSE,FALSE,NA,NA,TRUE,0.486276954,NA,NA,NA,NA,NA,NA,L,L,Y,Right,NA,Empty 4x1 Left F on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,{},NA,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,6aa65567-8f9b-4df3-bc19-e9104bcd94d6,1501304,b1ec81ac-9973-45a2-a683-a5c6e4413ece,158,16,4,108000,TRUE,5677,5703,1001467,1001137,TRUE,4,3.99,95.92,left,44,7,3,2,8,"{1.1242446429305204,1.7915210426786388,5.421742432606877,3.9615157511872923,1.7792933749139905}","{3.3663305025780232,4.435564278406858}",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,4.08,6,Rush,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,8.94,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,-7.063333333,{},FALSE,"{""OL"": 5, ""QB"": 1, ""RB"": 1, ""TE"": 1, ""WR"": 3}","{""DB"": 5, ""DL"": 4, ""LB"": 2}",Turnover on Downs,NA,NA,FALSE,FALSE,FALSE,NA,4.08,fddb687f-a0e3-444f-99c1-560a16b1e00c,3,2,19.56333333,FALSE,NA,NA,95.96,85.96,17.80042447,23.81194246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,O,NA,NA,Deuce Right Z on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"{""Solo assisted - Missed"",""Assisted - Missed""}",NA,NA
Michigan Wolverines,Colorado State Rams,2022/2023,Week 1,08a21207-4e96-4e1a-bcc9-c161c2fdaf32,1501304,NA,159,1,4,103000,TRUE,5706,5710,1001467,1001137,TRUE,1,10,97.13,center,50,7,3,2,0,{},{},TRUE,FALSE,TRUE,NA,FALSE,FALSE,0,1,Extra Point,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,Success,21.19,0.85,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0.686666667,{},NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,0,NA,NA,NA,27.30333333,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.499998,1.349998,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,{},NA,NA
